,verb,oricat,apos-ppos,apos-pequal,apos-pneg,aequal-ppos,aequal-pequal,aequal-pneg,aneg-ppos,aneg-pequal,aneg-pneg
135,swig,apos-pequal,slug,stroke,touch,understand,concern,accompany,cease,impress,dread
136,complicate,apos-pequal,change,decorate,mingle,lend,concern,accompany,cease,cool,dread
137,disturb,apos-pequal,trouble,surprise,practice,understand,concern,accompany,cease,impress,dread
138,pivot,apos-pequal,swivel,exit,sidle,understand,concern,accompany,trip,impress,trip
139,trot,apos-pequal,hurry,move,ascend,dog,concern,accompany,cease,roam,follow
140,recite,apos-pequal,apply,perform,practice,understand,concern,accompany,cease,impress,dread
141,grapple,apos-pequal,dare,fend,pursue,understand,court,marvel,cease,impress,dread
142,resolve,apos-pequal,terminate,complete,mingle,lend,concern,accompany,cease,cool,dread
143,bet,apos-pequal,conclude,suspect,focus,multiply,suppose,predict,cease,estimate,dread
144,console,apos-pequal,comfort,soothe,practice,understand,concern,accompany,cease,impress,dread
145,measure,apos-pequal,decide,apply,practice,understand,concern,accompany,cease,impress,dread
146,pet,apos-pequal,fondle,caress,touch,understand,concern,accompany,cease,impress,dread
147,fake,apos-pequal,renew,assemble,practice,understand,concern,accompany,cease,impress,dread
148,contrast,apos-pequal,distinguish,apply,practice,isolate,concern,accompany,cease,impress,value
149,tickle,apos-pequal,hurt,apply,practice,understand,concern,accompany,cease,impress,dread
150,haul,apos-pequal,draw,brandish,practice,put,attract,accompany,cease,impress,dread
151,broaden,apos-pequal,extend,decorate,mingle,lend,concern,accompany,cease,cool,dread
152,utter,apos-pequal,swear,voice,practice,curse,concern,accompany,cease,impress,dread
153,compromise,apos-pequal,apply,apply,practice,understand,concern,accompany,cease,impress,dread
154,bundle,apos-pequal,pack,tuck,cling,understand,concern,accompany,cease,border,dread
155,praise,apos-pequal,evaluate,assess,hail,disapprove,concern,congratulate,attribute,consider,recognize
156,agree,apos-pequal,apply,apply,practice,understand,concern,accompany,cease,impress,dread
157,caress,apos-pequal,fondle,stroke,touch,understand,concern,accompany,cease,impress,dread
158,confirm,apos-pequal,affirm,apply,practice,verify,concern,accompany,cease,impress,dread
159,promise,apos-pequal,pledge,declare,contract,curse,concern,answer,cease,reply,dread
160,scribble,apos-pequal,inflict,sign,jot,project,mutter,pray,clock,address,pray
161,soothe,apos-pequal,comfort,console,practice,understand,concern,accompany,cease,impress,dread
162,begin,apos-pequal,start,apply,practice,understand,concern,accompany,cease,impress,dread
163,debate,apos-pequal,negotiate,confer,ask,project,mutter,pray,clock,address,pray
164,enact,apos-pequal,will,declare,contract,curse,concern,answer,cease,reply,dread
165,confess,apos-pequal,reject,anticipate,admit,disapprove,concern,focus,acknowledge,consider,recognize
166,bless,apos-pequal,invoke,assemble,practice,understand,concern,accompany,cease,impress,dread
167,welcome,apos-pequal,get,recover,practice,access,realise,accompany,inherit,impress,benefit
168,telephone,apos-pequal,inflict,phone,ask,project,mutter,pray,clock,address,pray
169,recover,apos-pequal,regain,earn,practice,access,realise,accompany,inherit,impress,benefit
170,define,apos-pequal,total,deck,practice,account,concern,accompany,underlie,deserve,belong
171,aim,apos-pequal,position,clap,seat,put,concern,accompany,cease,impress,dread
172,narrow,apos-pequal,dress,stiffen,practice,understand,darken,accompany,cease,impress,dread
173,deepen,apos-pequal,increase,root,practice,button,darken,accompany,cease,impress,dread
174,continue,apos-pequal,dare,try,pursue,understand,court,marvel,cease,impress,dread
175,discuss,apos-pequal,deal,confer,ask,project,mutter,pray,clock,address,pray
176,point,apos-pequal,inform,volunteer,announce,recount,mutter,brief,clock,address,reflect
177,marry,apos-pequal,unite,rejoin,join,understand,concern,accompany,cease,impress,dread
178,reconcile,apos-pequal,treat,contact,ask,project,court,marvel,cease,address,fixate
179,argue,apos-pequal,defend,state,practice,curse,concern,answer,cease,reply,dread
180,spar,apos-pequal,equip,curtain,subtitle,fuel,concern,accompany,cease,impress,dread
181,volunteer,apos-pequal,inform,point,announce,recount,mutter,brief,clock,address,reflect
182,frame,apos-pequal,encase,tuck,cling,understand,concern,accompany,cease,border,dread
183,advocate,apos-pequal,recommend,declare,contract,curse,concern,answer,cease,reply,dread
184,stimulate,apos-pequal,affect,process,mingle,lend,concern,accompany,cease,cool,dread
185,oppose,apos-pequal,contest,talk,ask,project,mutter,pray,clock,address,pray
186,escape,apos-pequal,rat,apply,practice,leave,concern,accompany,cease,impress,dread
187,declare,apos-pequal,sentence,testify,contract,curse,concern,answer,cease,reply,dread
188,confront,apos-pequal,apply,apply,practice,understand,concern,accompany,cease,impress,dread
189,lie,apos-pequal,lap,line,practice,understand,live,attend,dwarf,live,dread
190,churn,apos-pequal,stir,brandish,practice,put,concern,accompany,cease,impress,dread
191,speak,apos-pequal,shout,mouth,ask,project,mutter,pray,clock,address,pray
192,paw,apos-pequal,scrape,rub,brush,understand,concern,accompany,cease,impress,dread
193,endorse,apos-pequal,approve,back,react,understand,tolerate,marvel,cease,impress,endure
194,state,apos-pequal,counter,say,practice,curse,concern,answer,cease,reply,dread
195,leak,apos-pequal,betray,disclose,repeat,recount,mutter,reiterate,imply,address,reflect
196,type,apos-pequal,inflict,sign,jot,project,mutter,pray,clock,address,pray
197,figure,apos-pequal,reject,anticipate,focus,disapprove,concern,focus,attribute,consider,recognize
198,perform,apos-pequal,apply,rehearse,practice,understand,concern,accompany,cease,impress,dread
199,ease,apos-pequal,move,move,ascend,dog,concern,accompany,cease,roam,follow
200,suspect,apos-pequal,conclude,bet,focus,multiply,suppose,predict,cease,estimate,dread
201,earn,apos-pequal,get,recover,practice,access,realise,accompany,inherit,impress,benefit
202,page,apos-pequal,summons,transmit,appeal,communicate,request,accompany,cease,impress,appeal
203,love,apos-pequal,apply,apply,practice,understand,concern,adore,cease,impress,dread
204,flank,apos-pequal,lap,lie,practice,understand,live,attend,dwarf,live,dread
205,say,apos-pequal,counter,state,practice,curse,concern,answer,cease,reply,dread
206,fight,apos-pequal,battle,apply,practice,understand,concern,accompany,cease,impress,dread
207,gauge,apos-pequal,conclude,calculate,focus,multiply,suppose,focus,cease,estimate,dread
208,tell,apos-pequal,counter,state,practice,curse,concern,answer,cease,reply,dread
209,mumble,apos-pequal,shout,speak,ask,project,mutter,pray,clock,address,pray
210,link,apos-pequal,conclude,associate,focus,understand,concern,focus,cease,relate,dread
211,interpret,apos-pequal,solve,apply,comprehend,understand,concern,accompany,cease,impress,misunderstand
212,describe,apos-pequal,inform,clarify,outline,recount,mutter,brief,clock,address,reflect
213,fulfil,apos-pequal,discharge,accomplish,fulfill,lend,concern,accompany,cease,cool,dread
214,vent,apos-pequal,emphasize,highlight,thank,express,mutter,reiterate,imply,mean,reflect
215,illustrate,apos-pequal,inform,clarify,elaborate,recount,mutter,brief,clock,address,reflect
216,elevate,apos-pequal,assign,favor,practice,understand,concern,accompany,cease,impress,dread
217,startle,apos-pequal,shock,floor,practice,understand,concern,accompany,cease,impress,dread
218,nudge,apos-pequal,prod,brandish,practice,put,concern,accompany,cease,impress,dread
219,mouth,apos-pequal,shout,speak,ask,project,mutter,pray,clock,address,pray
220,attempt,apos-pequal,dare,try,pursue,risk,court,struggle,cease,impress,dread
221,embarrass,apos-pequal,distract,provoke,offend,invite,anger,agonize,cease,impress,interest
222,race,apos-pequal,rush,speed,ascend,dog,concern,accompany,cease,roam,follow
223,assess,apos-pequal,evaluate,praise,focus,disapprove,concern,congratulate,attribute,consider,recognize
224,beep,apos-pequal,rustle,apply,practice,understand,tick,accompany,cease,impress,dread
225,pat,apos-pequal,fondle,caress,touch,understand,concern,accompany,cease,impress,dread
226,dab,apos-pequal,cover,wrapped,practice,enclose,concern,accompany,cease,impress,dread
227,stiffen,apos-pequal,dress,narrow,practice,understand,darken,accompany,cease,impress,dread
228,surprise,apos-pequal,shock,floor,practice,understand,concern,accompany,cease,impress,dread
229,panic,apos-pequal,apply,apply,practice,understand,concern,accompany,cease,impress,dread
230,rein,apos-pequal,control,apply,practice,preoccupy,concern,accompany,cease,impress,dread
231,letter,apos-pequal,get,recover,practice,access,realise,accompany,inherit,impress,benefit
232,clap,apos-pequal,set,brandish,seat,put,concern,accompany,cease,impress,dread
233,tailor,apos-pequal,adapt,apply,practice,understand,concern,accompany,cease,impress,dread
234,wrack,apos-pequal,wreck,apply,practice,understand,concern,accompany,cease,impress,dread
235,pace,apos-pequal,walk,move,stalk,dog,concern,accompany,cease,roam,follow
236,soften,apos-pequal,mute,decorate,mingle,lend,concern,accompany,cease,cool,dread
237,care,apos-pequal,apply,apply,practice,understand,feel,accompany,cease,impress,grieve
238,clutch,apos-pequal,seize,apply,practice,understand,concern,accompany,cease,impress,dread
239,harden,apos-pequal,dress,narrow,practice,understand,darken,accompany,cease,impress,dread
240,submit,apos-pequal,send,brandish,practice,put,concern,accompany,cease,impress,dread
241,highlight,apos-pequal,emphasize,vent,thank,express,mutter,reiterate,imply,mean,reflect
242,spoil,apos-pequal,founder,apply,practice,understand,concern,accompany,cease,impress,dread
0,cease,aneg-ppos,quit,apply,practice,understand,concern,accompany,fail,impress,dread
1,dwarf,aneg-ppos,lap,lie,practice,understand,live,attend,cease,live,dread
2,fail,aneg-ppos,apply,apply,practice,understand,concern,accompany,cease,impress,dread
3,apply,aneg-ppos,employ,devote,practice,understand,concern,accompany,cease,impress,dread
4,acknowledge,aneg-ppos,reject,confess,admit,disapprove,concern,focus,attribute,consider,recognize
5,haunt,aneg-ppos,move,move,tail,dog,concern,accompany,cease,roam,follow
6,result,aneg-ppos,prove,deck,practice,account,concern,accompany,underlie,deserve,belong
7,glimpse,aneg-ppos,discover,sight,listen,understand,concern,behold,cease,see,smell
8,intrigue,aneg-ppos,involve,center,practice,understand,concern,accompany,fascinate,impress,dread
9,spot,aneg-ppos,discover,spy,detect,understand,notice,behold,cease,observe,smell
10,forget,aneg-ppos,apply,apply,practice,understand,concern,accompany,cease,impress,dread
11,attribute,aneg-ppos,reject,anticipate,credit,disapprove,concern,focus,expect,consider,recognize
12,keep,aneg-ppos,maintain,apply,uphold,understand,concern,accompany,cease,impress,dread
13,precede,aneg-ppos,apply,apply,practice,understand,concern,accompany,cease,impress,dread
14,fascinate,aneg-ppos,involve,center,practice,understand,concern,accompany,intrigue,impress,dread
15,imply,aneg-ppos,emphasize,vent,thank,express,mutter,reiterate,clock,mean,reflect
16,span,aneg-ppos,dot,lie,practice,understand,live,attend,cease,live,dread
17,trip,aneg-ppos,dodge,exit,sidle,understand,concern,accompany,cease,impress,dread
18,expect,aneg-ppos,reckon,anticipate,focus,presume,concern,focus,assume,guess,recognize
19,doubt,aneg-ppos,disbelieve,anticipate,focus,disapprove,concern,focus,attribute,consider,recognize
20,accept,aneg-ppos,reject,anticipate,focus,disapprove,concern,focus,attribute,consider,recognize
21,perplex,aneg-ppos,baffle,resist,practice,bewilder,concern,accompany,puzzle,deserve,belong
22,surrender,aneg-ppos,apply,apply,practice,understand,concern,accompany,cease,impress,dread
23,monitor,aneg-ppos,apply,apply,practice,watch,concern,accompany,cease,impress,witness
24,choke,aneg-ppos,exhale,apply,practice,understand,concern,accompany,cease,impress,dread
25,puzzle,aneg-ppos,baffle,resist,practice,bewilder,concern,accompany,perplex,deserve,belong
26,assume,aneg-ppos,reckon,anticipate,focus,presume,concern,focus,expect,guess,recognize
27,feature,aneg-ppos,combine,star,practice,possess,sport,accompany,cease,impress,dread
28,gag,aneg-ppos,silence,apply,practice,understand,concern,accompany,forget,impress,dread
29,overlook,aneg-ppos,apply,apply,practice,understand,concern,accompany,cease,impress,miss
30,clock,aneg-ppos,time,contact,ask,project,mutter,pray,cease,address,pray
31,skip,aneg-ppos,apply,apply,practice,neglect,concern,accompany,cease,impress,dread
32,know,aneg-ppos,apply,apply,practice,understand,concern,accompany,cease,realize,dread
33,underlie,aneg-ppos,total,deck,practice,account,concern,accompany,cease,deserve,belong
34,haves,aneg-ppos,wield,stock,practice,understand,concern,accompany,cease,impress,dread
35,inherit,aneg-ppos,get,recover,practice,access,realise,accompany,cease,impress,benefit
0,benefit,aneg-pneg,get,recover,practice,access,realise,accompany,inherit,impress,receive
1,reflect,aneg-pneg,inform,point,announce,recount,mutter,brief,clock,address,pray
2,belong,aneg-pneg,total,deck,practice,account,concern,accompany,underlie,deserve,depend
3,dread,aneg-pneg,apply,panic,practice,understand,concern,accompany,cease,impress,miss
4,interest,aneg-pneg,transfix,provoke,offend,invite,anger,accompany,cease,impress,dread
5,miss,aneg-pneg,apply,apply,practice,understand,concern,accompany,overlook,impress,dread
6,wonder,aneg-pneg,inflict,contact,ask,project,mutter,pray,clock,address,pray
7,receive,aneg-pneg,get,recover,practice,access,realise,accompany,inherit,impress,benefit
8,value,aneg-pneg,identify,apply,practice,understand,concern,underestimate,cease,impress,dread
9,misunderstand,aneg-pneg,solve,interpret,comprehend,understand,concern,accompany,cease,impress,dread
10,need,aneg-pneg,apply,apply,practice,understand,concern,require,cease,impress,dread
11,obey,aneg-pneg,dress,narrow,practice,understand,darken,accompany,cease,impress,dread
12,want,aneg-pneg,apply,apply,seek,understand,concern,like,cease,impress,desire
13,please,aneg-pneg,apply,apply,delight,understand,concern,accompany,cease,impress,dread
14,defer,aneg-pneg,postpone,try,pursue,understand,court,marvel,cease,impress,dread
15,appeal,aneg-pneg,sue,transmit,plead,communicate,request,accompany,cease,impress,dread
16,endure,aneg-pneg,permit,back,react,understand,tolerate,marvel,cease,impress,dread
17,dream,aneg-pneg,invent,assemble,practice,envision,imagine,accompany,cease,impress,fancy
18,witness,aneg-pneg,apply,apply,practice,watch,concern,accompany,cease,impress,dread
19,agonize,aneg-pneg,torture,provoke,offend,invite,anger,accompany,cease,impress,interest
20,hate,aneg-pneg,apply,despise,practice,understand,concern,accompany,cease,impress,resent
21,await,aneg-pneg,apply,apply,practice,understand,concern,accompany,cease,impress,dread
22,smell,aneg-pneg,discover,sight,listen,understand,concern,behold,cease,perceive,sense
23,experience,aneg-pneg,dress,narrow,practice,understand,darken,accompany,cease,impress,suffer
24,resent,aneg-pneg,apply,apply,practice,understand,concern,accompany,cease,impress,hate
25,depend,aneg-pneg,total,deck,practice,account,concern,accompany,underlie,deserve,belong
26,trip,aneg-pneg,dodge,exit,sidle,understand,concern,accompany,cease,impress,dread
27,suffer,aneg-pneg,dress,narrow,practice,understand,darken,accompany,cease,impress,experience
28,wait,aneg-pneg,apply,apply,practice,understand,concern,accompany,cease,impress,dread
29,fear,aneg-pneg,apply,apply,fuss,understand,concern,accompany,cease,worry,dread
30,consist,aneg-pneg,threaten,apply,practice,understand,endanger,accompany,cease,impress,dread
31,constitute,aneg-pneg,compose,apply,practice,understand,concern,accompany,cease,impress,dread
32,sense,aneg-pneg,discover,sight,listen,understand,concern,behold,cease,perceive,smell
33,silhouette,aneg-pneg,present,apply,practice,display,concern,accompany,cease,impress,dread
34,pray,aneg-pneg,inflict,contact,ask,project,mutter,brief,clock,address,bow
35,hear,aneg-pneg,discover,sight,listen,understand,overhear,behold,cease,perceive,smell
36,enjoy,aneg-pneg,apply,savor,practice,understand,concern,accompany,cease,impress,relish
37,owe,aneg-pneg,apply,apply,practice,understand,concern,accompany,cease,impress,dread
38,choke,aneg-pneg,exhale,apply,practice,understand,concern,accompany,cease,impress,dread
39,relish,aneg-pneg,apply,savor,practice,understand,concern,accompany,cease,impress,enjoy
40,fancy,aneg-pneg,invent,assemble,practice,envision,picture,accompany,cease,impress,dream
41,lack,aneg-pneg,apply,apply,practice,understand,concern,accompany,cease,impress,dread
42,recognize,aneg-pneg,reject,anticipate,focus,disapprove,concern,focus,accept,consider,believe
43,survive,aneg-pneg,apply,apply,practice,understand,concern,accompany,cease,impress,dread
44,bow,aneg-pneg,beckon,motion,applaud,gesture,mutter,pray,clock,address,pray
45,regard,aneg-pneg,deem,think,honor,reconsider,concern,respect,attribute,consider,recognize
46,grieve,aneg-pneg,apply,care,practice,understand,feel,accompany,cease,impress,regret
47,regret,aneg-pneg,apply,apply,practice,understand,feel,accompany,cease,impress,dread
48,desire,aneg-pneg,apply,apply,seek,understand,concern,like,cease,impress,want
49,recall,aneg-pneg,apply,apply,practice,understand,remember,accompany,cease,impress,dread
50,trust,aneg-pneg,reject,anticipate,focus,disapprove,concern,focus,accept,consider,believe
51,follow,aneg-pneg,move,move,ascend,dog,concern,shadow,cease,roam,dread
52,prefer,aneg-pneg,apply,apply,practice,understand,concern,accompany,cease,impress,dread
53,wish,aneg-pneg,apply,apply,seek,understand,concern,hope,cease,impress,want
54,believe,aneg-pneg,reject,anticipate,focus,disapprove,concern,focus,accept,consider,trust
55,repulse,aneg-pneg,battle,fight,practice,understand,concern,accompany,cease,impress,dread
56,fixate,aneg-pneg,treat,reconcile,ask,project,court,marvel,cease,address,dread
0,resemble,aneg-pequal,accord,match,represent,understand,correspond,accompany,cease,correspond,dread
1,live,aneg-pequal,straddle,lie,practice,understand,concern,attend,cease,impress,dread
2,impress,aneg-pequal,trouble,disturb,practice,understand,concern,accompany,cease,apply,dread
3,apply,aneg-pequal,employ,devote,practice,understand,concern,accompany,cease,impress,dread
4,consider,aneg-pequal,deem,think,honor,reconsider,concern,respect,attribute,view,regard
5,estimate,aneg-pequal,conclude,gauge,focus,multiply,suppose,focus,cease,relate,dread
6,disgust,aneg-pequal,thrill,apply,practice,understand,concern,accompany,cease,impress,dread
7,appreciate,aneg-pequal,convey,vent,thank,express,mutter,reiterate,imply,mean,reflect
8,encounter,aneg-pequal,apply,meet,practice,understand,intersect,accompany,cease,impress,dread
9,address,aneg-pequal,inflict,contact,ask,project,mutter,pray,clock,impress,wonder
10,intend,aneg-pequal,plan,apply,practice,understand,concern,accompany,cease,impress,dread
11,analyze,aneg-pequal,diagnose,study,trace,examine,compare,accompany,cease,impress,dread
12,relate,aneg-pequal,conclude,associate,focus,understand,concern,focus,cease,impress,dread
13,mean,aneg-pequal,convey,vent,thank,express,mutter,reiterate,imply,appreciate,reflect
14,realize,aneg-pequal,apply,apply,practice,understand,concern,accompany,know,impress,dread
15,view,aneg-pequal,deem,think,honor,reconsider,concern,respect,attribute,consider,regard
16,contemplate,aneg-pequal,diagnose,study,trace,examine,compare,accompany,cease,analyze,dread
17,cool,aneg-pequal,change,decorate,mingle,lend,concern,accompany,cease,impress,dread
18,worry,aneg-pequal,apply,apply,fuss,understand,concern,accompany,cease,impress,fear
19,observe,aneg-pequal,discover,sight,detect,understand,notice,behold,spot,perceive,smell
20,survive,aneg-pequal,apply,apply,practice,understand,concern,accompany,cease,impress,dread
21,perceive,aneg-pequal,discover,sight,listen,understand,concern,behold,cease,see,smell
22,border,aneg-pequal,surround,tuck,cling,understand,concern,accompany,cease,impress,dread
23,deserve,aneg-pequal,total,deck,practice,account,concern,accompany,underlie,impress,belong
24,guess,aneg-pequal,reckon,anticipate,focus,presume,concern,focus,expect,consider,recognize
25,see,aneg-pequal,discover,sight,listen,understand,concern,behold,glimpse,perceive,smell
26,reply,aneg-pequal,counter,state,practice,curse,concern,answer,cease,impress,dread
27,face,aneg-pequal,tackle,try,pursue,understand,court,marvel,cease,impress,dread
28,correspond,aneg-pequal,accord,match,represent,understand,concern,accompany,cease,resemble,dread
29,roam,aneg-pequal,move,move,ascend,dog,concern,accompany,cease,impress,follow
0,pocket,aequal-ppos,confiscate,apply,practice,understand,concern,accompany,cease,impress,dread
1,overlap,aequal-ppos,share,apply,practice,understand,endanger,accompany,cease,impress,consist
2,feed,aequal-ppos,power,curtain,repay,pay,concern,accompany,cease,impress,dread
3,preoccupy,aequal-ppos,control,rein,practice,understand,concern,obsess,cease,impress,dread
4,dog,aequal-ppos,move,move,tail,understand,concern,accompany,haunt,roam,follow
5,account,aequal-ppos,total,deck,practice,understand,concern,accompany,underlie,deserve,belong
6,grasp,aequal-ppos,clasp,apply,practice,understand,concern,accompany,cease,impress,dread
7,waste,aequal-ppos,apply,apply,practice,understand,concern,accompany,cease,impress,dread
8,foster,aequal-ppos,encourage,support,promote,understand,concern,accompany,cease,impress,dread
9,communicate,aequal-ppos,demand,transmit,plead,put,request,accompany,cease,impress,dread
10,slick,aequal-ppos,improve,decorate,polish,lend,concern,accompany,cease,cool,dread
11,access,aequal-ppos,regain,recover,practice,understand,realise,accompany,inherit,impress,benefit
12,check,aequal-ppos,diagnose,study,trace,examine,compare,accompany,cease,analyze,dread
13,understand,aequal-ppos,solve,interpret,comprehend,read,concern,accompany,cease,impress,dread
14,display,aequal-ppos,present,apply,practice,understand,concern,accompany,cease,impress,dread
15,result,aequal-ppos,prove,deck,practice,account,concern,accompany,underlie,deserve,belong
16,inhale,aequal-ppos,smoke,apply,practice,understand,concern,accompany,cease,impress,dread
17,characterize,aequal-ppos,apply,apply,practice,understand,concern,accompany,cease,impress,dread
18,enclose,aequal-ppos,envelop,wrapped,practice,understand,concern,accompany,cease,impress,dread
19,read,aequal-ppos,solve,interpret,comprehend,understand,concern,accompany,cease,impress,misunderstand
20,fuel,aequal-ppos,supply,curtain,subtitle,yield,concern,accompany,cease,impress,dread
21,envision,aequal-ppos,invent,assemble,practice,understand,picture,accompany,cease,impress,fancy
22,cloak,aequal-ppos,mask,conceal,practice,understand,concern,accompany,cease,impress,dread
23,size,aequal-ppos,coat,pave,practice,enclose,concern,accompany,cease,impress,dread
24,yield,aequal-ppos,supply,curtain,subtitle,fuel,concern,accompany,cease,impress,dread
25,record,aequal-ppos,register,photograph,compile,accumulate,concern,accompany,haves,impress,dread
26,weigh,aequal-ppos,scale,deck,practice,account,concern,accompany,underlie,deserve,belong
27,disapprove,aequal-ppos,reject,anticipate,focus,presume,concern,focus,attribute,consider,recognize
28,afford,aequal-ppos,invest,curtain,shower,pay,concern,accompany,cease,impress,dread
29,slide,aequal-ppos,move,move,ascend,dog,concern,accompany,cease,roam,follow
30,own,aequal-ppos,apply,apply,practice,understand,concern,accompany,cease,impress,dread
31,excuse,aequal-ppos,pardon,agree,practice,understand,agree,accompany,cease,impress,dread
32,let,aequal-ppos,allow,apply,practice,understand,concern,accompany,cease,impress,dread
33,reconsider,aequal-ppos,deem,think,honor,disapprove,concern,respect,attribute,consider,regard
34,mirror,aequal-ppos,apply,apply,practice,understand,concern,accompany,cease,impress,dread
35,depress,aequal-ppos,apply,apply,practice,chill,concern,accompany,cease,impress,dread
36,usher,aequal-ppos,lead,apply,practice,understand,concern,accompany,cease,impress,dread
37,button,aequal-ppos,add,deepen,practice,understand,darken,accompany,cease,impress,dread
38,advertise,aequal-ppos,inform,point,announce,recount,mutter,brief,clock,address,reflect
39,lend,aequal-ppos,change,decorate,contribute,understand,concern,accompany,cease,cool,dread
40,caution,aequal-ppos,warn,point,announce,recount,mutter,brief,clock,address,reflect
41,presume,aequal-ppos,reckon,anticipate,focus,disapprove,concern,focus,assume,guess,recognize
42,chill,aequal-ppos,apply,apply,practice,depress,concern,accompany,cease,impress,dread
43,warrant,aequal-ppos,justify,apply,practice,understand,concern,accompany,cease,impress,dread
44,stub,aequal-ppos,spill,brandish,practice,put,concern,accompany,cease,impress,dread
45,tire,aequal-ppos,decline,narrow,concentrate,understand,darken,concentrate,cease,impress,dread
46,accumulate,aequal-ppos,store,stock,compile,record,concern,accompany,haves,impress,dread
47,eye,aequal-ppos,apply,apply,eyeball,understand,look,accompany,cease,impress,dread
48,fishtail,aequal-ppos,change,decorate,mingle,lend,concern,accompany,cease,cool,dread
49,verify,aequal-ppos,insure,confirm,practice,understand,concern,accompany,cease,impress,dread
50,leave,aequal-ppos,apply,apply,practice,understand,concern,accompany,cease,impress,dread
51,project,aequal-ppos,inflict,contact,ask,gesture,mutter,pray,clock,address,pray
52,gesture,aequal-ppos,beckon,motion,bow,project,mutter,pray,clock,address,bow
53,contaminate,aequal-ppos,soil,decorate,mingle,lend,concern,accompany,cease,cool,dread
54,furrow,aequal-ppos,dig,apply,practice,understand,concern,accompany,cease,impress,dread
55,watch,aequal-ppos,apply,apply,practice,understand,concern,accompany,cease,impress,witness
56,isolate,aequal-ppos,distinguish,contrast,practice,understand,concern,accompany,cease,impress,value
57,bid,aequal-ppos,apply,apply,practice,understand,concern,accompany,cease,impress,dread
58,recount,aequal-ppos,inform,point,announce,advertise,mutter,brief,clock,address,reflect
59,bewilder,aequal-ppos,baffle,resist,practice,account,concern,accompany,perplex,deserve,belong
60,hyperventilate,aequal-ppos,nurse,apply,practice,understand,concern,accompany,cease,impress,dread
61,pay,aequal-ppos,finance,curtain,repay,afford,concern,accompany,cease,impress,dread
62,horrify,aequal-ppos,alarm,provoke,cheer,invite,animate,accompany,cease,impress,interest
63,mat,aequal-ppos,wring,narrow,practice,understand,darken,accompany,cease,impress,dread
64,mesmerize,aequal-ppos,seduce,coax,practice,understand,concern,oblige,cease,impress,dread
65,strangle,aequal-ppos,kill,apply,practice,understand,concern,accompany,cease,impress,dread
66,resume,aequal-ppos,preserve,apply,uphold,understand,concern,accompany,keep,impress,dread
67,put,aequal-ppos,set,clap,seat,understand,concern,accompany,cease,impress,dread
68,neglect,aequal-ppos,apply,apply,practice,understand,concern,accompany,skip,impress,dread
69,express,aequal-ppos,emphasize,vent,thank,recount,mutter,reiterate,imply,mean,reflect
70,examine,aequal-ppos,diagnose,study,trace,check,compare,accompany,cease,analyze,dread
71,multiply,aequal-ppos,conclude,calculate,focus,understand,suppose,focus,cease,estimate,dread
72,possess,aequal-ppos,combine,star,practice,understand,sport,accompany,feature,impress,dread
73,risk,aequal-ppos,stake,try,pursue,understand,court,struggle,cease,impress,dread
74,invite,aequal-ppos,arouse,provoke,offend,understand,anger,accompany,cease,impress,interest
75,entitle,aequal-ppos,assign,apply,practice,understand,concern,accompany,cease,impress,dread
76,screen,aequal-ppos,scan,apply,peruse,understand,concern,accompany,cease,impress,dread
77,curse,aequal-ppos,swear,utter,practice,understand,concern,accompany,cease,impress,dread
78,appall,aequal-ppos,sicken,apply,practice,understand,concern,accompany,cease,impress,dread
0,radiate,aequal-pneg,apply,apply,practice,understand,concern,accompany,cease,impress,dread
1,marvel,aequal-pneg,refuse,try,react,understand,court,accompany,cease,impress,dread
2,behold,aequal-pneg,discover,sight,listen,understand,concern,accompany,glimpse,see,smell
3,predict,aequal-pneg,conclude,bet,focus,multiply,suppose,focus,cease,estimate,dread
4,accompany,aequal-pneg,apply,apply,practice,understand,concern,learn,cease,impress,dread
5,obsess,aequal-pneg,control,rein,practice,preoccupy,concern,accompany,cease,impress,dread
6,defer,aequal-pneg,postpone,try,pursue,understand,court,marvel,cease,impress,dread
7,attend,aequal-pneg,straddle,lie,practice,understand,live,accompany,cease,live,dread
8,brief,aequal-pneg,inform,point,announce,recount,mutter,reiterate,clock,address,reflect
9,hope,aequal-pneg,apply,apply,seek,understand,concern,like,cease,impress,wish
10,underestimate,aequal-pneg,identify,apply,practice,understand,concern,accompany,cease,impress,value
11,dwell,aequal-pneg,conclude,associate,focus,understand,concern,focus,cease,relate,dread
12,answer,aequal-pneg,counter,state,practice,curse,concern,note,cease,reply,dread
13,agonize,aequal-pneg,torture,provoke,offend,invite,anger,accompany,cease,impress,interest
14,struggle,aequal-pneg,strain,try,pursue,risk,court,marvel,cease,impress,dread
15,congratulate,aequal-pneg,evaluate,praise,hail,disapprove,concern,focus,attribute,consider,recognize
16,serve,aequal-pneg,fit,match,satisfy,understand,correspond,accompany,cease,correspond,dread
17,learn,aequal-pneg,apply,apply,practice,understand,concern,accompany,cease,impress,dread
18,shadow,aequal-pneg,move,move,ascend,dog,concern,accompany,cease,roam,follow
19,require,aequal-pneg,apply,apply,practice,understand,concern,accompany,cease,impress,need
20,lose,aequal-pneg,apply,apply,practice,understand,concern,accompany,cease,impress,dread
21,concentrate,aequal-pneg,boil,narrow,become,understand,darken,accompany,cease,impress,dread
22,pray,aequal-pneg,inflict,contact,ask,project,mutter,brief,clock,address,bow
